ualad09:Teignbridge,E07000045,South West,10
ualad09:Torridge,E07000046,South West,10
ualad09:West Devon,E07000047,South West,10
ualad09:Christchurch,E07000048,South West,10
ualad09:East Dorset,E07000049,South West,10
ualad09:North Dorset,E07000050,South West,10
ualad09:Purbeck,E07000051,South West,10
ualad09:West Dorset,E07000052,South West,10
ualad09:Weymouth and Portland,E07000053,South West,10
ualad09:Cheltenham,E07000078,South West,10
ualad09:Cotswold,E07000079,South West,10
ualad09:Forest of Dean,E07000080,South West,10
ualad09:Gloucester,E07000081,South West,10
ualad09:Stroud,E07000082,South West,10
ualad09:Tewkesbury,E07000083,South West,10
ualad09:Mendip,E07000187,South West,10
ualad09:Sedgemoor,E07000188,South West,10
ualad09:South Somerset,E07000189,South West,10
ualad09:Taunton Deane,E07000190,South West,10
ualad09:West Somerset,E07000191,South West,10
ualad09:Anglesey,W06000001,Wales,11
ualad09:Gwynedd,W06000002,Wales,11
ualad09:Conwy,W06000003,Wales,11
ualad09:Denbighshire,W06000004,Wales,11
ualad09:Flintshire,W06000005,Wales,11
ualad09:Wrexham,W06000006,Wales,11
ualad09:Powys,W06000023,Wales,11
ualad09:Ceredigion,W06000008,Wales,11
ualad09:Pembrokeshire,W06000009,Wales,11
ualad09:Carmarthenshire,W06000010,Wales,11
ualad09:Swansea,W06000011,Wales,11
ualad09:Neath Port Talbot,W06000012,Wales,11
ualad09:Bridgend,W06000013,Wales,11
ualad09:The Vale of Glamorgan,W06000014,Wales,11
ualad09:Cardiff,W06000015,Wales,11
"ualad09:Rhondda, Cynon, Taff",W06000016,Wales,11
ualad09:Merthyr Tydfil,W06000024,Wales,11
ualad09:Caerphilly,W06000018,Wales,11
ualad09:Blaenau Gwent,W06000019,Wales,11
ualad09:Torfaen,W06000020,Wales,11
ualad09:Monmouthshire,W06000021,Wales,11
ualad09:Newport,W06000022,Wales,11
